feature_0,feature_1,feature_2,feature_3
0.035281643928231736,0.7836966661824007,1.084201224838566,0.24358159468713508
0.5671519645567759,-0.40978919671555114,0.8724969836274951,0.46910000049668704
-0.35427183986075267,0.38790539089090337,-0.37708674250339635,-0.2580678708116626
0.05450524640094229,-0.016063889409091647,0.1135291009647883,0.05126043228494829
-0.3406568800697718,0.4034222774535555,-0.3238712187119783,-0.24008897398105208
0.0890670745171383,-0.5663520038800087,-0.5019162965224189,-0.05933862567351981
1.7490295721064617,-1.9213020098500821,1.8537434943187954,1.2724241842723985
1.9692308213509253,-2.089464836583974,2.1809673013388102,1.4521557639322753
0.7649304045335781,-0.4469933038777646,1.3112875120089282,0.6606910068682204
-1.7874472963600234,1.951911376779245,-1.9092158592283788,-1.3034446567229971
-1.018582162992997,1.049210547401863,-1.1682749132294026,-0.7594884215166808
-0.8674755554677497,0.8659859776645715,-1.0300575080896663,-0.6541243216580226
0.9796427003587391,-1.010769497881146,1.121488161669431,0.7300115816994598
-1.0088667014274653,1.942312037837901,-0.007666940161077829,-0.5129599396414455
-0.11179219472255433,-0.036802686779967675,-0.3216294206302208,-0.12361773561304419
-0.1788857871616666,0.6907176945680094,0.4394310108578905,0.0008046710578660172
-0.9525144349104946,2.7876371448041897,1.206766123928631,-0.23158789612190536
-1.5222761397241185,1.6421476185376092,-1.6516828106224382,-1.1154267359198682
-0.3820611257019562,-1.0907080192362164,-2.327351979563573,-0.6781405467151284
-0.0846443052842945,0.7938867940006464,0.802390673142929,0.12413020822721328
2.286012805214347,-2.4207854690207533,2.5379235153925586,1.687030588184214
-0.4881545815883724,2.058573282234299,1.4202296622887698,0.04821877015458238
-0.21039972288299505,0.25036399727605874,-0.1985069491613003,-0.14796846767889987
-1.8627267425107341,1.9152902585742302,-2.140865108601119,-1.3898239968340198
-1.0195775518065242,2.2498658102997116,0.3574557431634744,-0.44238127775773983
0.3758666992138683,-1.89544518555627,-1.488608368916695,-0.11936849964862675
0.5213977512615828,0.12952464880790582,1.4464633752452012,0.5653912846072378
-0.3383621831472291,0.5790764874113707,-0.09466056864212347,-0.19121103184746152
0.44181889773892746,-1.1374898465093364,-0.36178150518948526,0.1486324566270357
1.302442169503832,-1.3684338647149832,1.459705536816473,0.9640356185136812
-1.5152355189073465,1.5271535331552188,-1.7807396971546283,-1.1387238585097967
0.07914930936897419,-1.0215442468673903,-1.1056567280401335,-0.19004641420559698
1.9634084246121772,-1.9442510068212422,2.35148187816678,1.484700623563974
1.2439198308087227,-1.3674173358070059,1.3171502704283313,0.9046966610199991
-0.921300466734162,0.9315595796459153,-1.0788990570554988,-0.6915738912162737
0.2841006115691489,0.6906341339515207,1.577354573302061,0.47236021526290034
-0.5275718362128269,2.297256246602071,1.6271336163396088,0.0713106003711396
-0.22355359701387956,1.209660062504853,0.9901392703523686,0.09280496977607053
1.790880450705118,-1.8769927795527048,2.013009971908004,1.3267916610345973
0.246808043630817,-1.6098665322632753,-1.4423566070552132,-0.17515617600324637
1.8322648733913114,-1.7277804723529822,2.3046490706822986,1.4084787422356044
0.3021466541228937,-1.1684281705473172,-0.7444765695406808,-0.001828877666196149
-0.8366909534609462,0.8232106990732617,-1.008832115185408,-0.6341020466694586
-0.2990863701225452,1.68827392429289,1.4136512644153627,0.14268228169262362
0.2160440778001762,0.14214352071206382,0.7119590047138038,0.2577148437854743
0.23164464961722817,-0.20590211718564433,0.3073178715049458,0.1813880691512648
1.3478154766260424,-1.4985917263758228,1.4055709234499392,0.975764756769212
-0.44257647732809924,0.6342335757634502,-0.280618232200156,-0.2827449410662652
-2.293599629935317,2.4155565686429874,-2.563227355532991,-1.6961436251679534
0.5150175950513816,-2.379723281140814,-1.762955090764803,-0.10594794948307616
